DateTime,Junction,Vehicles,ID,temperature_c,humidity_pct,precipitation_mm,rain_mm,wind_speed_kmh,is_holiday,is_event_day,is_special_day,hour,day_of_week,is_weekend,month,is_rush_hour
2015-11-01 08:00:00,1,11,20151101081,22.0,82.0,0.0,0.0,10.4,1,0,1,8,6,1,11,1
2015-11-01 08:00:00,2,3,20151101082,22.0,82.0,0.0,0.0,10.4,1,0,1,8,6,1,11,1
2015-11-01 09:00:00,3,6,20151101093,23.6,72.0,0.0,0.0,10.5,1,0,1,9,6,1,11,1
2015-11-01 09:00:00,1,12,20151101091,23.6,72.0,0.0,0.0,10.5,1,0,1,9,6,1,11,1
2015-11-01 09:00:00,2,3,20151101092,23.6,72.0,0.0,0.0,10.5,1,0,1,9,6,1,11,1
2015-11-01 10:00:00,1,15,20151101101,25.1,69.0,0.1,0.1,11.0,1,0,1,10,6,1,11,1
2015-11-01 10:00:00,2,8,20151101102,25.1,69.0,0.1,0.1,11.0,1,0,1,10,6,1,11,1
2015-11-01 10:00:00,3,12,20151101103,25.1,69.0,0.1,0.1,11.0,1,0,1,10,6,1,11,1
2015-11-01 11:00:00,3,6,20151101113,26.0,65.0,0.0,0.0,10.4,1,0,1,11,6,1,11,0
2015-11-01 11:00:00,2,5,20151101112,26.0,65.0,0.0,0.0,10.4,1,0,1,11,6,1,11,0
2015-11-01 11:00:00,1,17,20151101111,26.0,65.0,0.0,0.0,10.4,1,0,1,11,6,1,11,0
2015-11-01 12:00:00,2,6,20151101122,25.7,66.0,0.3,0.3,9.8,1,0,1,12,6,1,11,0
2015-11-01 12:00:00,3,6,20151101123,25.7,66.0,0.3,0.3,9.8,1,0,1,12,6,1,11,0
2015-11-01 12:00:00,1,16,20151101121,25.7,66.0,0.3,0.3,9.8,1,0,1,12,6,1,11,0
2015-11-01 13:00:00,1,15,20151101131,25.7,70.0,0.5,0.5,9.7,1,0,1,13,6,1,11,0
2015-11-01 13:00:00,2,6,20151101132,25.7,70.0,0.5,0.5,9.7,1,0,1,13,6,1,11,0
2015-11-01 13:00:00,3,9,20151101133,25.7,70.0,0.5,0.5,9.7,1,0,1,13,6,1,11,0
2015-11-01 14:00:00,2,5,20151101142,25.9,68.0,0.5,0.5,8.7,1,0,1,14,6,1,11,0
2015-11-01 14:00:00,3,6,20151101143,25.9,68.0,0.5,0.5,8.7,1,0,1,14,6,1,11,0
2015-11-01 14:00:00,1,16,20151101141,25.9,68.0,0.5,0.5,8.7,1,0,1,14,6,1,11,0
2015-11-01 15:00:00,1,12,20151101151,23.3,81.0,5.5,5.5,8.3,1,0,1,15,6,1,11,0
2015-11-01 15:00:00,3,6,20151101153,23.3,81.0,5.5,5.5,8.3,1,0,1,15,6,1,11,0
2015-11-01 15:00:00,2,3,20151101152,23.3,81.0,5.5,5.5,8.3,1,0,1,15,6,1,11,0
2015-11-01 16:00:00,1,12,20151101161,22.5,87.0,3.1,3.1,6.3,1,0,1,16,6,1,11,0
2015-11-01 16:00:00,3,4,20151101163,22.5,87.0,3.1,3.1,6.3,1,0,1,16,6,1,11,0
2015-11-01 16:00:00,2,8,20151101162,22.5,87.0,3.1,3.1,6.3,1,0,1,16,6,1,11,0
2015-11-01 17:00:00,2,7,20151101172,21.5,92.0,1.5,1.5,7.3,1,0,1,17,6,1,11,1
2015-11-01 17:00:00,1,16,20151101171,21.5,92.0,1.5,1.5,7.3,1,0,1,17,6,1,11,1
2015-11-01 17:00:00,3,4,20151101173,21.5,92.0,1.5,1.5,7.3,1,0,1,17,6,1,11,1
2015-11-01 18:00:00,1,17,20151101181,20.6,95.0,2.6,2.6,9.0,1,0,1,18,6,1,11,1
2015-11-01 18:00:00,2,8,20151101182,20.6,95.0,2.6,2.6,9.0,1,0,1,18,6,1,11,1
2015-11-01 18:00:00,3,6,20151101183,20.6,95.0,2.6,2.6,9.0,1,0,1,18,6,1,11,1
2015-11-01 19:00:00,2,7,20151101192,20.3,95.0,2.3,2.3,10.9,1,0,1,19,6,1,11,1
2015-11-01 19:00:00,1,20,20151101191,20.3,95.0,2.3,2.3,10.9,1,0,1,19,6,1,11,1
2015-11-01 19:00:00,3,5,20151101193,20.3,95.0,2.3,2.3,10.9,1,0,1,19,6,1,11,1
2015-11-01 20:00:00,3,11,20151101203,20.2,95.0,1.2,1.2,10.3,1,0,1,20,6,1,11,1
2015-11-01 20:00:00,1,17,20151101201,20.2,95.0,1.2,1.2,10.3,1,0,1,20,6,1,11,1
2015-11-01 20:00:00,2,6,20151101202,20.2,95.0,1.2,1.2,10.3,1,0,1,20,6,1,11,1
2015-11-01 21:00:00,2,5,20151101212,20.1,96.0,0.4,0.4,9.0,1,0,1,21,6,1,11,0
2015-11-01 21:00:00,1,19,20151101211,20.1,96.0,0.4,0.4,9.0,1,0,1,21,6,1,11,0
2015-11-01 21:00:00,3,8,20151101213,20.1,96.0,0.4,0.4,9.0,1,0,1,21,6,1,11,0
2015-11-01 22:00:00,3,6,20151101223,20.0,97.0,0.0,0.0,11.1,1,0,1,22,6,1,11,0
2015-11-01 22:00:00,2,9,20151101222,20.0,97.0,0.0,0.0,11.1,1,0,1,22,6,1,11,0
2015-11-01 22:00:00,1,20,20151101221,20.0,97.0,0.0,0.0,11.1,1,0,1,22,6,1,11,0
2015-11-01 23:00:00,1,15,20151101231,19.9,98.0,0.0,0.0,12.0,1,0,1,23,6,1,11,0
2015-11-01 23:00:00,2,4,20151101232,19.9,98.0,0.0,0.0,12.0,1,0,1,23,6,1,11,0
2015-11-01 23:00:00,3,5,20151101233,19.9,98.0,0.0,0.0,12.0,1,0,1,23,6,1,11,0
2015-11-02 00:00:00,2,8,20151102002,19.9,98.0,0.4,0.4,12.2,0,0,0,0,0,0,11,0
2015-11-02 00:00:00,1,14,20151102001,19.9,98.0,0.4,0.4,12.2,0,0,0,0,0,0,11,0
2015-11-02 00:00:00,3,5,20151102003,19.9,98.0,0.4,0.4,12.2,0,0,0,0,0,0,11,0
2015-11-02 01:00:00,1,12,20151102011,19.9,98.0,0.1,0.1,11.9,0,0,0,1,0,0,11,0
2015-11-02 01:00:00,2,6,20151102012,19.9,98.0,0.1,0.1,11.9,0,0,0,1,0,0,11,0
2015-11-02 01:00:00,3,3,20151102013,19.9,98.0,0.1,0.1,11.9,0,0,0,1,0,0,11,0
2015-11-02 02:00:00,1,14,20151102021,19.9,97.0,0.1,0.1,11.6,0,0,0,2,0,0,11,0
2015-11-02 02:00:00,2,8,20151102022,19.9,97.0,0.1,0.1,11.6,0,0,0,2,0,0,11,0
2015-11-02 02:00:00,3,5,20151102023,19.9,97.0,0.1,0.1,11.6,0,0,0,2,0,0,11,0
2015-11-02 03:00:00,1,12,20151102031,20.0,97.0,0.0,0.0,9.4,0,0,0,3,0,0,11,0
2015-11-02 03:00:00,2,5,20151102032,20.0,97.0,0.0,0.0,9.4,0,0,0,3,0,0,11,0
2015-11-02 03:00:00,3,5,20151102033,20.0,97.0,0.0,0.0,9.4,0,0,0,3,0,0,11,0
2015-11-02 04:00:00,1,12,20151102041,20.0,97.0,0.1,0.1,9.2,0,0,0,4,0,0,11,0
2015-11-02 04:00:00,3,3,20151102043,20.0,97.0,0.1,0.1,9.2,0,0,0,4,0,0,11,0
2015-11-02 04:00:00,2,3,20151102042,20.0,97.0,0.1,0.1,9.2,0,0,0,4,0,0,11,0
2015-11-02 05:00:00,3,1,20151102053,20.0,98.0,0.3,0.3,9.2,0,0,0,5,0,0,11,0
2015-11-02 05:00:00,1,11,20151102051,20.0,98.0,0.3,0.3,9.2,0,0,0,5,0,0,11,0
2015-11-02 05:00:00,2,4,20151102052,20.0,98.0,0.3,0.3,9.2,0,0,0,5,0,0,11,0
2015-11-02 06:00:00,3,5,20151102063,19.9,99.0,0.4,0.4,8.3,0,0,0,6,0,0,11,0
2015-11-02 06:00:00,1,13,20151102061,19.9,99.0,0.4,0.4,8.3,0,0,0,6,0,0,11,0
2015-11-02 06:00:00,2,5,20151102062,19.9,99.0,0.4,0.4,8.3,0,0,0,6,0,0,11,0
2015-11-02 07:00:00,3,1,20151102073,20.2,98.0,0.5,0.5,6.7,0,0,0,7,0,0,11,0
2015-11-02 07:00:00,1,14,20151102071,20.2,98.0,0.5,0.5,6.7,0,0,0,7,0,0,11,0
2015-11-02 07:00:00,2,6,20151102072,20.2,98.0,0.5,0.5,6.7,0,0,0,7,0,0,11,0
2015-11-02 08:00:00,3,5,20151102083,20.6,98.0,0.4,0.4,6.9,0,0,0,8,0,0,11,1
2015-11-02 08:00:00,1,12,20151102081,20.6,98.0,0.4,0.4,6.9,0,0,0,8,0,0,11,1
2015-11-02 08:00:00,2,8,20151102082,20.6,98.0,0.4,0.4,6.9,0,0,0,8,0,0,11,1
2015-11-02 09:00:00,1,22,20151102091,20.9,96.0,0.5,0.5,8.3,0,0,0,9,0,0,11,1
2015-11-02 09:00:00,3,8,20151102093,20.9,96.0,0.5,0.5,8.3,0,0,0,9,0,0,11,1
2015-11-02 09:00:00,2,5,20151102092,20.9,96.0,0.5,0.5,8.3,0,0,0,9,0,0,11,1
2015-11-02 10:00:00,3,10,20151102103,21.7,89.0,0.4,0.4,7.2,0,0,0,10,0,0,11,1
2015-11-02 10:00:00,2,8,20151102102,21.7,89.0,0.4,0.4,7.2,0,0,0,10,0,0,11,1
2015-11-02 10:00:00,1,32,20151102101,21.7,89.0,0.4,0.4,7.2,0,0,0,10,0,0,11,1
2015-11-02 11:00:00,3,10,20151102113,22.7,84.0,0.2,0.2,4.7,0,0,0,11,0,0,11,0
2015-11-02 11:00:00,2,9,20151102112,22.7,84.0,0.2,0.2,4.7,0,0,0,11,0,0,11,0
2015-11-02 11:00:00,1,31,20151102111,22.7,84.0,0.2,0.2,4.7,0,0,0,11,0,0,11,0
2015-11-02 12:00:00,2,11,20151102122,23.3,78.0,0.2,0.2,3.3,0,0,0,12,0,0,11,0
2015-11-02 12:00:00,3,11,20151102123,23.3,78.0,0.2,0.2,3.3,0,0,0,12,0,0,11,0
2015-11-02 12:00:00,1,35,20151102121,23.3,78.0,0.2,0.2,3.3,0,0,0,12,0,0,11,0
2015-11-02 13:00:00,2,8,20151102132,23.6,76.0,0.1,0.1,2.1,0,0,0,13,0,0,11,0
2015-11-02 13:00:00,1,26,20151102131,23.6,76.0,0.1,0.1,2.1,0,0,0,13,0,0,11,0
2015-11-02 13:00:00,3,7,20151102133,23.6,76.0,0.1,0.1,2.1,0,0,0,13,0,0,11,0
2015-11-02 14:00:00,2,8,20151102142,24.5,74.0,0.0,0.0,1.3,0,0,0,14,0,0,11,0
2015-11-02 14:00:00,1,34,20151102141,24.5,74.0,0.0,0.0,1.3,0,0,0,14,0,0,11,0
2015-11-02 14:00:00,3,6,20151102143,24.5,74.0,0.0,0.0,1.3,0,0,0,14,0,0,11,0
2015-11-02 15:00:00,2,8,20151102152,24.8,73.0,0.0,0.0,0.8,0,0,0,15,0,0,11,0
2015-11-02 15:00:00,3,9,20151102153,24.8,73.0,0.0,0.0,0.8,0,0,0,15,0,0,11,0
2015-11-02 15:00:00,1,30,20151102151,24.8,73.0,0.0,0.0,0.8,0,0,0,15,0,0,11,0
2015-11-02 16:00:00,1,27,20151102161,24.5,74.0,0.0,0.0,1.8,0,0,0,16,0,0,11,0
2015-11-02 16:00:00,2,11,20151102162,24.5,74.0,0.0,0.0,1.8,0,0,0,16,0,0,11,0
2015-11-02 16:00:00,3,6,20151102163,24.5,74.0,0.0,0.0,1.8,0,0,0,16,0,0,11,0
2015-11-02 17:00:00,3,6,20151102173,23.2,78.0,0.3,0.3,2.7,0,0,0,17,0,0,11,1
2015-11-02 17:00:00,2,6,20151102172,23.2,78.0,0.3,0.3,2.7,0,0,0,17,0,0,11,1
2015-11-02 17:00:00,1,27,20151102171,23.2,78.0,0.3,0.3,2.7,0,0,0,17,0,0,11,1
2015-11-02 18:00:00,3,8,20151102183,22.3,84.0,1.0,1.0,2.9,0,0,0,18,0,0,11,1
2015-11-02 18:00:00,1,24,20151102181,22.3,84.0,1.0,1.0,2.9,0,0,0,18,0,0,11,1
2015-11-02 18:00:00,2,12,20151102182,22.3,84.0,1.0,1.0,2.9,0,0,0,18,0,0,11,1
2015-11-02 19:00:00,1,26,20151102191,20.9,92.0,2.5,2.5,1.1,0,0,0,19,0,0,11,1
2015-11-02 19:00:00,2,10,20151102192,20.9,92.0,2.5,2.5,1.1,0,0,0,19,0,0,11,1
2015-11-02 19:00:00,3,7,20151102193,20.9,92.0,2.5,2.5,1.1,0,0,0,19,0,0,11,1
2015-11-02 20:00:00,1,29,20151102201,20.6,94.0,1.0,1.0,2.7,0,0,0,20,0,0,11,1
2015-11-02 20:00:00,3,13,20151102203,20.6,94.0,1.0,1.0,2.7,0,0,0,20,0,0,11,1
2015-11-02 20:00:00,2,12,20151102202,20.6,94.0,1.0,1.0,2.7,0,0,0,20,0,0,11,1
2015-11-02 21:00:00,2,11,20151102212,20.5,95.0,0.5,0.5,4.3,0,0,0,21,0,0,11,0
2015-11-02 21:00:00,1,32,20151102211,20.5,95.0,0.5,0.5,4.3,0,0,0,21,0,0,11,0
2015-11-02 21:00:00,3,15,20151102213,20.5,95.0,0.5,0.5,4.3,0,0,0,21,0,0,11,0
2015-11-02 22:00:00,1,30,20151102221,20.3,97.0,0.4,0.4,5.4,0,0,0,22,0,0,11,0
2015-11-02 22:00:00,2,12,20151102222,20.3,97.0,0.4,0.4,5.4,0,0,0,22,0,0,11,0
2015-11-02 22:00:00,3,9,20151102223,20.3,97.0,0.4,0.4,5.4,0,0,0,22,0,0,11,0
2015-11-02 23:00:00,1,27,20151102231,20.1,97.0,0.3,0.3,5.4,0,0,0,23,0,0,11,0
2015-11-02 23:00:00,2,13,20151102232,20.1,97.0,0.3,0.3,5.4,0,0,0,23,0,0,11,0
2015-11-02 23:00:00,3,8,20151102233,20.1,97.0,0.3,0.3,5.4,0,0,0,23,0,0,11,0
2015-11-03 00:00:00,1,21,20151103001,20.3,96.0,0.2,0.2,5.2,0,0,0,0,1,0,11,0
2015-11-03 00:00:00,2,8,20151103002,20.3,96.0,0.2,0.2,5.2,0,0,0,0,1,0,11,0
2015-11-03 00:00:00,3,10,20151103003,20.3,96.0,0.2,0.2,5.2,0,0,0,0,1,0,11,0
2015-11-03 01:00:00,2,8,20151103012,20.1,97.0,0.2,0.2,6.0,0,0,0,1,1,0,11,0
2015-11-03 01:00:00,3,4,20151103013,20.1,97.0,0.2,0.2,6.0,0,0,0,1,1,0,11,0
2015-11-03 01:00:00,1,18,20151103011,20.1,97.0,0.2,0.2,6.0,0,0,0,1,1,0,11,0
2015-11-03 02:00:00,3,7,20151103023,20.0,98.0,0.1,0.1,5.2,0,0,0,2,1,0,11,0
2015-11-03 02:00:00,2,8,20151103022,20.0,98.0,0.1,0.1,5.2,0,0,0,2,1,0,11,0
2015-11-03 02:00:00,1,19,20151103021,20.0,98.0,0.1,0.1,5.2,0,0,0,2,1,0,11,0
2015-11-03 03:00:00,3,5,20151103033,19.8,98.0,0.0,0.0,1.8,0,0,0,3,1,0,11,0
2015-11-03 03:00:00,2,8,20151103032,19.8,98.0,0.0,0.0,1.8,0,0,0,3,1,0,11,0
2015-11-03 03:00:00,1,13,20151103031,19.8,98.0,0.0,0.0,1.8,0,0,0,3,1,0,11,0
2015-11-03 04:00:00,3,4,20151103043,19.8,98.0,0.0,0.0,2.9,0,0,0,4,1,0,11,0
2015-11-03 04:00:00,2,10,20151103042,19.8,98.0,0.0,0.0,2.9,0,0,0,4,1,0,11,0
2015-11-03 04:00:00,1,11,20151103041,19.8,98.0,0.0,0.0,2.9,0,0,0,4,1,0,11,0
2015-11-03 05:00:00,3,4,20151103053,19.7,98.0,0.0,0.0,4.2,0,0,0,5,1,0,11,0
2015-11-03 05:00:00,2,6,20151103052,19.7,98.0,0.0,0.0,4.2,0,0,0,5,1,0,11,0
2015-11-03 05:00:00,1,11,20151103051,19.7,98.0,0.0,0.0,4.2,0,0,0,5,1,0,11,0
2015-11-03 06:00:00,2,4,20151103062,19.5,99.0,0.0,0.0,3.6,0,0,0,6,1,0,11,0
2015-11-03 06:00:00,1,11,20151103061,19.5,99.0,0.0,0.0,3.6,0,0,0,6,1,0,11,0
2015-11-03 06:00:00,3,3,20151103063,19.5,99.0,0.0,0.0,3.6,0,0,0,6,1,0,11,0
2015-11-03 07:00:00,1,14,20151103071,20.4,93.0,0.0,0.0,4.3,0,0,0,7,1,0,11,0
2015-11-03 07:00:00,3,5,20151103073,20.4,93.0,0.0,0.0,4.3,0,0,0,7,1,0,11,0
2015-11-03 07:00:00,2,6,20151103072,20.4,93.0,0.0,0.0,4.3,0,0,0,7,1,0,11,0
2015-11-03 08:00:00,1,15,20151103081,21.9,87.0,0.0,0.0,5.5,0,0,0,8,1,0,11,1
2015-11-03 08:00:00,3,6,20151103083,21.9,87.0,0.0,0.0,5.5,0,0,0,8,1,0,11,1
2015-11-03 08:00:00,2,6,20151103082,21.9,87.0,0.0,0.0,5.5,0,0,0,8,1,0,11,1
2015-11-03 09:00:00,2,9,20151103092,23.7,77.0,0.0,0.0,6.2,0,0,0,9,1,0,11,1
2015-11-03 09:00:00,1,29,20151103091,23.7,77.0,0.0,0.0,6.2,0,0,0,9,1,0,11,1
2015-11-03 09:00:00,3,6,20151103093,23.7,77.0,0.0,0.0,6.2,0,0,0,9,1,0,11,1
2015-11-03 10:00:00,3,10,20151103103,24.7,72.0,0.1,0.1,6.1,0,0,0,10,1,0,11,1
2015-11-03 10:00:00,2,11,20151103102,24.7,72.0,0.1,0.1,6.1,0,0,0,10,1,0,11,1
2015-11-03 10:00:00,1,33,20151103101,24.7,72.0,0.1,0.1,6.1,0,0,0,10,1,0,11,1
2015-11-03 11:00:00,2,10,20151103112,25.9,70.0,0.0,0.0,4.9,0,0,0,11,1,0,11,0
2015-11-03 11:00:00,1,32,20151103111,25.9,70.0,0.0,0.0,4.9,0,0,0,11,1,0,11,0
2015-11-03 11:00:00,3,8,20151103113,25.9,70.0,0.0,0.0,4.9,0,0,0,11,1,0,11,0
2015-11-03 12:00:00,1,32,20151103121,26.1,64.0,0.2,0.2,4.1,0,0,0,12,1,0,11,0
2015-11-03 12:00:00,3,10,20151103123,26.1,64.0,0.2,0.2,4.1,0,0,0,12,1,0,11,0
2015-11-03 12:00:00,2,9,20151103122,26.1,64.0,0.2,0.2,4.1,0,0,0,12,1,0,11,0
2015-11-03 13:00:00,2,8,20151103132,26.4,64.0,0.1,0.1,3.9,0,0,0,13,1,0,11,0
2015-11-03 13:00:00,3,5,20151103133,26.4,64.0,0.1,0.1,3.9,0,0,0,13,1,0,11,0
2015-11-03 13:00:00,1,29,20151103131,26.4,64.0,0.1,0.1,3.9,0,0,0,13,1,0,11,0
2015-11-03 14:00:00,2,10,20151103142,26.2,66.0,0.2,0.2,6.2,0,0,0,14,1,0,11,0
2015-11-03 14:00:00,3,8,20151103143,26.2,66.0,0.2,0.2,6.2,0,0,0,14,1,0,11,0
2015-11-03 14:00:00,1,27,20151103141,26.2,66.0,0.2,0.2,6.2,0,0,0,14,1,0,11,0
2015-11-03 15:00:00,2,11,20151103152,23.9,75.0,3.3,3.3,4.3,0,0,0,15,1,0,11,0
2015-11-03 15:00:00,3,8,20151103153,23.9,75.0,3.3,3.3,4.3,0,0,0,15,1,0,11,0
2015-11-03 15:00:00,1,26,20151103151,23.9,75.0,3.3,3.3,4.3,0,0,0,15,1,0,11,0
2015-11-03 16:00:00,2,8,20151103162,23.3,77.0,1.7,1.7,6.6,0,0,0,16,1,0,11,0
2015-11-03 16:00:00,3,5,20151103163,23.3,77.0,1.7,1.7,6.6,0,0,0,16,1,0,11,0
2015-11-03 16:00:00,1,28,20151103161,23.3,77.0,1.7,1.7,6.6,0,0,0,16,1,0,11,0
2015-11-03 17:00:00,1,26,20151103171,22.1,87.0,1.6,1.6,4.5,0,0,0,17,1,0,11,1
2015-11-03 17:00:00,2,14,20151103172,22.1,87.0,1.6,1.6,4.5,0,0,0,17,1,0,11,1
2015-11-03 17:00:00,3,7,20151103173,22.1,87.0,1.6,1.6,4.5,0,0,0,17,1,0,11,1
2015-11-03 18:00:00,3,4,20151103183,21.2,94.0,2.8,2.8,4.0,0,0,0,18,1,0,11,1
2015-11-03 18:00:00,2,9,20151103182,21.2,94.0,2.8,2.8,4.0,0,0,0,18,1,0,11,1
2015-11-03 18:00:00,1,25,20151103181,21.2,94.0,2.8,2.8,4.0,0,0,0,18,1,0,11,1
2015-11-03 19:00:00,1,29,20151103191,20.7,96.0,2.5,2.5,1.6,0,0,0,19,1,0,11,1
2015-11-03 19:00:00,3,7,20151103193,20.7,96.0,2.5,2.5,1.6,0,0,0,19,1,0,11,1
2015-11-03 19:00:00,2,10,20151103192,20.7,96.0,2.5,2.5,1.6,0,0,0,19,1,0,11,1
2015-11-03 20:00:00,3,6,20151103203,20.2,98.0,1.1,1.1,0.8,0,0,0,20,1,0,11,1
2015-11-03 20:00:00,1,26,20151103201,20.2,98.0,1.1,1.1,0.8,0,0,0,20,1,0,11,1
2015-11-03 20:00:00,2,12,20151103202,20.2,98.0,1.1,1.1,0.8,0,0,0,20,1,0,11,1
2015-11-03 21:00:00,3,6,20151103213,20.0,97.0,1.1,1.1,1.5,0,0,0,21,1,0,11,0
2015-11-03 21:00:00,1,24,20151103211,20.0,97.0,1.1,1.1,1.5,0,0,0,21,1,0,11,0
2015-11-03 21:00:00,2,8,20151103212,20.0,97.0,1.1,1.1,1.5,0,0,0,21,1,0,11,0
2015-11-03 22:00:00,3,9,20151103223,19.9,98.0,0.4,0.4,0.5,0,0,0,22,1,0,11,0
2015-11-03 22:00:00,1,25,20151103221,19.9,98.0,0.4,0.4,0.5,0,0,0,22,1,0,11,0
2015-11-03 22:00:00,2,13,20151103222,19.9,98.0,0.4,0.4,0.5,0,0,0,22,1,0,11,0
2015-11-03 23:00:00,2,11,20151103232,19.9,97.0,0.7,0.7,2.3,0,0,0,23,1,0,11,0
2015-11-03 23:00:00,3,3,20151103233,19.9,97.0,0.7,0.7,2.3,0,0,0,23,1,0,11,0
2015-11-03 23:00:00,1,20,20151103231,19.9,97.0,0.7,0.7,2.3,0,0,0,23,1,0,11,0
2015-11-04 00:00:00,1,18,20151104001,20.0,97.0,2.1,2.1,3.8,0,0,0,0,2,0,11,0
2015-11-04 00:00:00,2,10,20151104002,20.0,97.0,2.1,2.1,3.8,0,0,0,0,2,0,11,0
2015-11-04 00:00:00,3,2,20151104003,20.0,97.0,2.1,2.1,3.8,0,0,0,0,2,0,11,0
2015-11-04 01:00:00,2,8,20151104012,19.9,97.0,1.5,1.5,5.5,0,0,0,1,2,0,11,0
2015-11-04 01:00:00,3,6,20151104013,19.9,97.0,1.5,1.5,5.5,0,0,0,1,2,0,11,0
2015-11-04 01:00:00,1,18,20151104011,19.9,97.0,1.5,1.5,5.5,0,0,0,1,2,0,11,0
2015-11-04 02:00:00,3,3,20151104023,19.7,97.0,1.1,1.1,6.7,0,0,0,2,2,0,11,0
2015-11-04 02:00:00,1,13,20151104021,19.7,97.0,1.1,1.1,6.7,0,0,0,2,2,0,11,0
2015-11-04 02:00:00,2,7,20151104022,19.7,97.0,1.1,1.1,6.7,0,0,0,2,2,0,11,0
2015-11-04 03:00:00,3,6,20151104033,19.6,97.0,0.7,0.7,5.3,0,0,0,3,2,0,11,0
2015-11-04 03:00:00,1,13,20151104031,19.6,97.0,0.7,0.7,5.3,0,0,0,3,2,0,11,0
2015-11-04 03:00:00,2,7,20151104032,19.6,97.0,0.7,0.7,5.3,0,0,0,3,2,0,11,0
2015-11-04 04:00:00,1,10,20151104041,19.5,97.0,0.4,0.4,4.0,0,0,0,4,2,0,11,0
2015-11-04 04:00:00,2,5,20151104042,19.5,97.0,0.4,0.4,4.0,0,0,0,4,2,0,11,0
2015-11-04 04:00:00,3,1,20151104043,19.5,97.0,0.4,0.4,4.0,0,0,0,4,2,0,11,0
2015-11-04 05:00:00,2,6,20151104052,19.4,98.0,0.4,0.4,3.8,0,0,0,5,2,0,11,0
2015-11-04 05:00:00,1,12,20151104051,19.4,98.0,0.4,0.4,3.8,0,0,0,5,2,0,11,0
2015-11-04 05:00:00,3,6,20151104053,19.4,98.0,0.4,0.4,3.8,0,0,0,5,2,0,11,0
2015-11-04 06:00:00,2,6,20151104062,19.3,98.0,0.5,0.5,2.3,0,0,0,6,2,0,11,0
2015-11-04 06:00:00,1,13,20151104061,19.3,98.0,0.5,0.5,2.3,0,0,0,6,2,0,11,0
2015-11-04 06:00:00,3,2,20151104063,19.3,98.0,0.5,0.5,2.3,0,0,0,6,2,0,11,0
2015-11-04 07:00:00,2,6,20151104072,20.0,94.0,0.0,0.0,4.5,0,0,0,7,2,0,11,0
